report_number,classification,date,latitude,longitude
12636,Class B,2003-06-18,48.68,-113.82
21907,Class B,2010-03-20,47.60413,-113.7593
30384,Class B,1978-10-21,45.12266,-111.563
34024,Class B,2010-10-22,46.30766,-113.1424
36008,Class B,2012-06-30,45.28074,-109.5528
36727,Class B,2006-09-13,46.96508,-114.0725
36759,Class B,2012-09-16,47.57549,-144.0265
37974,Class B,2012-11-24,46.48392,-111.2644
40412,Class B,2012-07-20,46.5252,-113.5911
41782,Class B,2012-12-02,46.59692,-110.6268
47215,Class B,1971-12-15,45.31278,-109.6449
63362,Class B,1993-07-03,45.14665,-111.0834
450,Class B,2000-09-09,35.8934,-81.98335
2054,Class B,2000-12-19,35.36,-82.4831
2149,Class B,1987-03-22,36.3461,-81.38915
3270,Class B,2001-10-20,35.83845,-81.80479
3331,Class B,1998-09-09,35.94585,-81.7418
3334,Class B,1987-07-15,34.7576,-77.5873
3336,Class B,1998-03-31,34.3924,-77.7485
3338,Class B,1998-01-05,35.5605,-83.5214
3339,Class B,1988-03-15,35.74875,-82.26195
4763,Class B,1975-07-12,35.5131,-83.5582
6960,Class B,1968-10-16,35.42525,-77.67995
9212,Class B,2004-05-12,36.2058,-78.968
9218,Class B,1986-09-16,35.7909,-82.4614
10776,Class B,1999-01-16,36.38287,-80.46865
12333,Class B,2005-07-02,35.211,-83.007
12640,Class B,2005-12-02,35.89305,-83.26097
13378,Class B,1976-12-12,36.134,-80.66
14075,Class B,2002-12-07,35.10486,-83.23206
15520,Class B,1998-11-15,35.87885,-80.2068
15554,Class B,2006-08-17,35.194,-81.402
18680,Class B,1989-08-09,35.1312,-79.11128
18943,Class B,2007-05-03,35.95815,-80.2084
19015,Class B,2007-05-10,36.48615,-80.375
24264,Class B,2008-07-21,36.42315,-81.56219
26013,Class B,2008-10-18,35.0554,-79.88049
27906,Class B,2010-12-04,35.31924,-80.03551
28381,Class B,2011-06-17,35.95865,-81.95195
32447,Class B,2012-01-22,35.7695,-82.87408
33358,Class B,1977-05-21,34.79914,-77.10508
41040,Class B,2011-10-24,35.43787,-80.69763
41506,Class B,2013-06-26,35.78043,-81.77603
42580,Class B,2012-08-17,35.56577,-79.75537
67582,Class B,2011-10-04,35.28195,-82.39165
8130,Class B,2004-02-26,47.63297,-102.7291
6410,Class B,1979-07-04,41.2333,-96.42668
16432,Class B,2006-10-29,42.71425,-103.018
22577,Class B,1998-09-15,42.47356,-96.46025
23046,Class B,2003-09-15,42.69657,-103.0044
28090,Class B,1997-10-15,40.64043,-97.13196
1975,Class B,2001-01-10,43.28556,-71.46778
9313,Class B,2004-09-12,43.05,-70.93333
48354,Class B,1970-10-31,43.11074,-71.35414
69143,Class B,2000-10-15,43.45844,-71.07906
7185,Class B,1976-10-18,41.2145,-74.5995
10249,Class B,2005-12-23,39.652,-74.6298
12825,Class B,2005-11-13,39.7384,-74.2975
13276,Class B,2005-12-21,40.76345,-75.11044
13310,Class B,2006-02-01,39.632,-75.5167
14232,Class B,2006-04-07,39.8234,-74.70135
15062,Class B,2006-07-27,39.934,-74.3966
16248,Class B,2007-01-15,41.1445,-74.29085
16486,Class B,2007-02-01,40.9575,-74.45995
16604,Class B,2006-12-17,40.77545,-74.3516
20608,Class B,2008-09-04,40.60667,-74.84528
21977,Class B,2007-11-09,40.9427,-74.46155
22192,Class B,1995-02-01,40.99567,-74.78004
24738,Class B,2009-01-25,40.053,-74.1301
24928,Class B,2009-10-30,40.93552,-74.49518
34572,Class B,1990-06-15,41.29596,-74.68832
38762,Class B,1979-08-15,41.06945,-74.15562
39639,Class B,1991-07-01,41.30566,-74.6854
45903,Class B,2013-05-18,39.69191,-74.55341
4904,Class B,2000-05-17,36.599,-105.4113
10126,Class B,2004-06-02,33.2516,-105.7197
11976,Class B,2005-06-21,36.91475,-106.9958
12271,Class B,2005-08-06,36.14505,-108.8548
12418,Class B,2005-08-11,36.095,-106.9571
12915,Class B,2005-10-11,36.39135,-109.0612
16207,Class B,2006-10-02,36.19625,-105.5596
20011,Class B,1982-01-11,36.4178,-107.1612
23585,Class B,2008-03-12,33.27094,-105.7338
5692,Class B,1970-09-01,39.592,-119.975
5770,Class B,1972-08-25,39.679,-119.6665
20780,Class B,2005-02-15,40.52737,-118.1806
7514,Class B,1997-05-23,41.66955,-74.0863
7872,Class B,1999-05-28,43.61833,-74.75611
7890,Class B,2001-01-01,42.40489,-76.17366
7939,Class B,2002-08-22,43.2265,-78.1946
8905,Class B,2005-07-27,43.2696,-77.664
11089,Class B,1992-05-01,43.26886,-78.28014
11630,Class B,1985-05-01,41.97341,-73.66616
11956,Class B,2005-12-28,44.1856,-73.8094
14035,Class B,2005-02-15,44.66399,-73.73606
14373,Class B,2005-10-01,42.0837,-75.38025
15144,Class B,2004-09-20,41.38084,-73.91649
15191,Class B,2006-07-10,43.81495,-74.00528
15398,Class B,1999-11-01,43.56211,-73.45947
15565,Class B,2002-05-11,43.6678,-73.51238
15566,Class B,2006-03-31,43.66344,-73.56614
16540,Class B,2006-11-26,43.42645,-73.741
19836,Class B,2003-11-09,42.54346,-77.36516
20363,Class B,2001-08-15,43.7268,-73.52
21488,Class B,2007-08-18,43.64706,-75.57448
22561,Class B,1966-01-15,43.0949,-74.27923
23856,Class B,2007-07-15,41.59773,-73.64642
25661,Class B,2009-03-18,44.62185,-75.58825
25913,Class B,2004-06-16,43.13206,-74.47383
26338,Class B,2009-07-26,43.32,-73.81
27035,Class B,1972-10-28,43.1546,-75.73906
28244,Class B,1999-01-16,42.24542,-77.98756
28570,Class B,2010-09-24,43.30679,-74.15429
257,Class B,2000-09-01,39.9784,-84.1735
982,Class B,1999-08-15,41.13021,-81.11578
1018,Class B,1989-11-01,39.92821,-83.64597
2332,Class B,1999-08-01,39.95329,-81.39827
3350,Class B,1999-11-01,40.65572,-83.93892
3352,Class B,1981-01-31,38.89665,-83.40573
3533,Class B,1998-11-19,39.47642,-82.24155
3535,Class B,2001-04-15,40.25597,-82.1334
3589,Class B,1998-03-15,40.2287,-81.96845
4201,Class B,1999-05-30,41.72735,-80.54558
4299,Class B,2000-10-29,41.42364,-82.82491
4310,Class B,1988-05-19,40.35097,-81.99847
4458,Class B,1994-06-01,41.14896,-83.43667
4555,Class B,2000-05-07,40.3244,-81.99955
4950,Class B,1998-05-30,40.33345,-81.26559
4957,Class B,1987-10-15,41.27939,-82.21939
4960,Class B,1978-09-30,41.09302,-81.82391
4961,Class B,1994-02-15,39.75531,-81.02917
4962,Class B,1988-08-01,39.93154,-81.28671
4966,Class B,1976-08-01,41.31405,-81.38112
4967,Class B,1997-04-15,41.17646,-81.32425
4968,Class B,1970-11-01,41.10715,-81.1414
4969,Class B,1983-07-31,41.06499,-81.3741
4972,Class B,1978-09-01,39.64146,-84.48506
4974,Class B,1996-07-01,40.74705,-82.64864
4975,Class B,1977-10-31,38.77727,-83.18179
4980,Class B,1988-06-15,40.62147,-81.34993
4981,Class B,1983-10-31,40.47326,-83.44371
4982,Class B,1956-01-01,39.25109,-82.3997
5013,Class B,2000-10-01,40.42655,-81.25576
5076,Class B,2002-10-12,40.6298,-81.5693
5259,Class B,1995-10-01,41.2599,-81.1455
5262,Class B,1997-11-01,41.1462,-80.62124
5406,Class B,2003-11-02,41.3235,-81.22745
5778,Class B,1987-08-07,40.54269,-80.89606
6848,Class B,1978-12-01,40.34042,-80.64211
7493,Class B,1997-10-01,40.72943,-80.59236
7830,Class B,1967-07-01,41.38274,-82.12263
7832,Class B,1987-07-01,41.16187,-81.37181
8006,Class B,2001-06-01,40.3725,-80.67828
8086,Class B,1958-01-15,39.63382,-81.40079
8450,Class B,2004-04-03,39.5246,-82.6353
8843,Class B,2004-04-17,40.0799,-81.49697
9022,Class B,2004-07-18,40.42687,-81.2558
9042,Class B,2004-06-20,39.24523,-82.27037
9766,Class B,2004-08-15,39.8494,-84.15971
10421,Class B,1982-07-21,38.68516,-83.12916
11248,Class B,1999-08-01,41.0672,-82.41861
11946,Class B,2003-04-07,40.99562,-82.38627
12157,Class B,2005-07-12,41.35208,-81.57021
12220,Class B,1980-06-15,40.69334,-80.57396
12597,Class B,1982-06-19,39.64081,-81.47081
12669,Class B,1983-10-15,40.01979,-83.56088
12736,Class B,1986-04-16,41.15845,-81.33134
12789,Class B,1988-09-14,39.61205,-84.36754
13882,Class B,1995-03-11,41.31609,-81.56152
14223,Class B,1974-04-20,41.48962,-83.06977
15088,Class B,2005-08-14,41.50086,-81.28275
15371,Class B,2006-07-28,40.11632,-81.52101
15430,Class B,2006-08-04,41.38199,-81.27506
15876,Class B,2005-08-12,40.1138,-81.5518
15969,Class B,2007-01-10,40.725,-80.616
16489,Class B,2002-09-07,39.10495,-82.79665
17189,Class B,1991-08-15,40.75079,-81.27147
17317,Class B,2007-02-28,40.20275,-81.1188
17388,Class B,2002-10-15,39.86019,-81.20422
22569,Class B,2007-12-24,41.25248,-81.60838
23980,Class B,2008-06-11,41.05931,-81.3654
24356,Class B,2005-03-01,39.74678,-89.34647
24435,Class B,1976-08-10,40.79362,-81.32337
25724,Class B,2006-04-01,41.12884,-80.85832
25948,Class B,2009-05-10,40.64049,-80.90944
26149,Class B,2009-06-16,39.03501,-84.1317
26830,Class B,2009-10-31,39.42635,-81.37085
27972,Class B,2010-07-06,38.69322,-83.12891
28499,Class B,2010-10-09,39.59947,-82.63536
28531,Class B,2010-11-18,41.16984,-81.64181
28730,Class B,2010-12-15,41.00418,-40544270
28998,Class B,2010-10-22,40.90177,-81.26729
29018,Class B,2007-09-22,41.81429,-80.84143
30369,Class B,2011-08-08,39.11929,-83.40022
31000,Class B,2009-06-17,41.13183,-81.11617
31100,Class B,1988-05-07,39.745,-83.825
31246,Class B,2011-08-17,41.06194,-81.36305
31439,Class B,2010-07-18,40.11682,-81.4936
34664,Class B,2012-03-19,40.24786,-81.15179
37656,Class B,2012-11-22,40.87496,-80.7291
37692,Class B,2010-03-02,40.36207,-81.18504
38725,Class B,2013-01-02,41.17222,-82.34181
38835,Class B,2013-01-05,40.62731,-82.12366
40040,Class B,1986-07-15,41.18518,-81.03764
40315,Class B,2012-11-15,39.65361,-84.66399
40360,Class B,2013-03-14,41.76702,-80.98022
40619,Class B,2013-03-16,39.6543,-83.7278
40715,Class B,2012-03-24,41.11447,-80.14099
41270,Class B,2013-05-27,40.59307,-82.14194
41452,Class B,2013-06-17,40.12719,-81.50403
41774,Class B,2013-06-25,41.22248,-81.91616
42022,Class B,2013-04-13,41.11417,-82.07824
42120,Class B,2013-08-24,40.60291,-82.16943
44066,Class B,1995-03-11,40.04603,-82.14536
46834,Class B,2008-06-14,40.73206,-80.61996
56957,Class B,2001-10-17,40.68514,-81.02382
58177,Class B,2010-01-30,38.64301,-83.69977
63178,Class B,1972-01-17,38.88059,-82.43382
1300,Class B,1999-11-28,34.75139,-95.04778
1303,Class B,1942-04-01,34.73153,-99.81514
1888,Class B,2001-04-22,34.53889,-94.93722
1966,Class B,2001-03-20,34.84167,-94.63111
2353,Class B,1995-09-01,35.21111,-97.24139
2386,Class B,2000-04-04,36.4075,-94.92667
2789,Class B,1977-07-15,35.00278,-95.34111
2909,Class B,1971-10-25,34.72195,-94.96639
3199,Class B,2001-10-02,34.52667,-94.70278
3240,Class B,2001-10-19,34.45195,-94.60042
8811,Class B,2004-04-02,34.52436,-94.91928
9853,Class B,2004-11-27,34.695,-94.685
10422,Class B,2005-02-14,34.64583,-94.575
23628,Class B,2008-04-18,35.56637,-94.98001
24682,Class B,2008-08-31,34.73966,-94.7264
24967,Class B,2007-01-17,34.74338,-94.7297
26711,Class B,2009-10-01,34.49108,-94.49968
30150,Class B,2010-06-03,35,-99
32689,Class B,2011-11-24,34.6021,-95.11875
35188,Class B,2012-04-26,35.08344,-98.24586
36643,Class B,2012-09-15,34.8146,-94.66875
40280,Class B,1982-10-01,35.50285,-94.77699
56829,Class B,1983-10-01,35.76152,-99.93007
57944,Class B,1987-10-14,36.879,-95.1695
59414,Class B,2003-05-16,35.68081,-97.26022
80,Class B,1983-08-12,43.69005,-122.3755
85,Class B,2000-06-08,45.03255,-122.4808
96,Class B,1978-06-25,43.7827,-123.9599
102,Class B,2000-08-19,45.7351,-123.466
116,Class B,1995-03-31,45.83675,-119.6389
187,Class B,2000-07-22,45.40023,-122.2777
206,Class B,1999-07-15,43.7667,-123.455
412,Class B,1995-07-05,43.94225,-121.3815
455,Class B,1998-08-15,42.47,-122.275
624,Class B,1991-07-04,44.99745,-122.1647
657,Class B,1993-08-02,44.9979,-122.1631
1224,Class B,2000-07-15,44.96651,-123.7718
1446,Class B,1974-10-01,45.5666,-121.7745
1778,Class B,2000-09-10,43.5883,-122.0833
1986,Class B,2001-03-18,44.97487,-122.3057
2026,Class B,1997-05-27,45.32301,-121.7115
2274,Class B,1980-09-01,43.20335,-122.3759
2681,Class B,1995-09-23,42.08845,-122.7465
3064,Class B,2001-09-01,45.07072,-123.6664
3148,Class B,2001-09-20,45.70835,-123.625
3200,Class B,1983-08-12,44.09462,-123.3724
3209,Class B,2001-10-14,45.76569,-123.3601
3387,Class B,1989-07-01,43.16815,-123.4911
3633,Class B,2000-10-15,44.86875,-123.4462
3766,Class B,2001-08-03,45.99378,-123.9211
3780,Class B,1978-10-01,42.56805,-123.3322
3820,Class B,1979-10-01,42.4356,-122.2328
4604,Class B,1994-07-01,45.49805,-121.8214
4644,Class B,2002-07-10,44.79307,-122.5674
5053,Class B,2002-09-05,45.4684,-122.2487
5242,Class B,1996-09-15,45.25725,-121.5684
5350,Class B,1977-07-15,44.8623,-122.2728
5650,Class B,2004-10-05,45.58982,-118.6131
5816,Class B,1968-08-23,45.2075,-121.886
6027,Class B,1970-08-15,44.6335,-121.8165
6584,Class B,2003-07-02,43.85975,-118.8215
6655,Class B,2000-07-30,42.09224,-123.4043
6724,Class B,1978-07-01,42.16298,-123.6481
6734,Class B,2003-07-24,45.0487,-123.5792
7148,Class B,1993-09-15,45.4915,-123.2665
7209,Class B,2001-07-15,44.6616,-122.8494
7642,Class B,1980-07-15,45.03575,-122.7789
7658,Class B,1976-05-15,44.1263,-121.3338
7687,Class B,2003-08-15,44.5385,-118.5908
7785,Class B,1963-07-15,43.8628,-121.8829
7954,Class B,1975-09-15,42.6425,-124.0255
7957,Class B,2003-11-09,45.82565,-123.296
7967,Class B,1990-07-15,43.7151,-121.6347
8621,Class B,1974-08-15,45.4051,-121.424
8680,Class B,1980-07-27,45.5775,-121.6444
8888,Class B,2004-06-20,45.1867,-122.3803
8948,Class B,1991-10-15,44.8458,-123.5834
9020,Class B,2004-07-17,43.6583,-122.8042
9204,Class B,2004-08-06,45.7492,-122.9546
9276,Class B,2004-08-21,43.1786,-124.3688
9289,Class B,2004-08-31,44.4625,-121.9683
9391,Class B,2004-09-26,44.9633,-122.4
9534,Class B,2004-09-28,43.296,-122.5541
9547,Class B,2004-06-04,45.93701,-123.5417
10034,Class B,1989-11-04,44.0639,-120.2782
10324,Class B,1997-07-04,44.7751,-118.7717
10928,Class B,2005-03-13,44.6693,-123.2433
10934,Class B,1996-04-30,45.80374,-118.0603
11304,Class B,1992-10-15,43.6947,-122.0449
11449,Class B,1994-02-25,42.4018,-124.426
12156,Class B,2005-06-21,44.699,-122.1874
13037,Class B,1970-07-15,45.4861,-122.277
13597,Class B,2006-01-16,42.23865,-121.9446
14841,Class B,2003-02-15,45.3207,-121.9547
14891,Class B,2005-04-15,42.0833,-123.3333
15744,Class B,1974-08-15,45.3712,-118.5518
15747,Class B,2005-07-15,45.6764,-118.5658
16624,Class B,2006-11-13,45.11259,-122.7875
21154,Class B,1977-05-01,44.15568,-121.9531
22570,Class B,1977-07-01,43.6744,-123.2675
22742,Class B,2008-05-23,45.38736,-121.5134
24328,Class B,2008-08-01,46.03193,-123.4573
24371,Class B,2009-02-11,45.91665,-117.925
24892,Class B,2009-03-02,42.125,-123.2916
25445,Class B,2009-02-18,42.22501,-123.75
25533,Class B,2006-11-15,43.61538,-123.5036
25764,Class B,1970-11-15,43.40867,-122.8887
26137,Class B,2009-06-13,44.50455,-123.5524
26224,Class B,1991-04-10,44.68557,-118.0891
27087,Class B,2009-12-10,42.36945,-121.3866
31488,Class B,1998-10-15,45.48318,-118.83
36280,Class B,2012-08-18,45.61308,-123.3973
36384,Class B,2012-09-01,43.97603,-121.7828
41634,Class B,1972-07-01,45.44986,-117.7273
57323,Class B,2012-11-07,45.66721,-118.7056
63779,Class B,1982-09-15,44.16966,-121.5014
65789,Class B,2003-09-15,42.2356,-123.0137
6836,Class B,1980-07-03,41.47511,-79.3178
10251,Class B,2003-09-30,41.31268,-78.39445
10805,Class B,1996-10-26,41.845,-77.7011
17981,Class B,2007-02-27,40.50322,-80.19804
22599,Class B,1980-05-15,40.61798,-77.62407
24301,Class B,1987-11-28,41.70813,-77.99314
25085,Class B,2008-12-19,41.79985,-75.9799
26957,Class B,2009-11-30,40.65083,-78.52589
28012,Class B,1988-08-16,40.29929,-79.8944
28580,Class B,2008-10-16,41.34404,-78.04547
28777,Class B,2011-07-20,39.72785,-76.2074
30531,Class B,2011-09-01,39.73523,-76.04183
45958,Class B,2012-10-19,41.07374,-80.12229
49903,Class B,2006-01-01,41.73315,-78.93985
50123,Class B,1978-10-01,40.04755,-80.25645
16746,Class B,2006-11-03,41.4596,-71.58906
30906,Class B,2011-11-15,41.81391,-71.74425
5381,Class B,1964-10-10,34.0431,-80.80685
10623,Class B,2005-02-11,32.9032,-80.65645
13674,Class B,1969-07-18,35.148,-81.861
14611,Class B,2006-05-08,34.421,-81.396
16734,Class B,2004-10-20,33.132,-79.884
18902,Class B,2007-04-14,33.5155,-78.3829
19926,Class B,2007-06-01,34.35765,-82.82005
20523,Class B,2007-07-21,32.825,-80.559
24916,Class B,2007-05-30,32.29968,-80.95958
25915,Class B,2009-05-02,33.04536,-80.45451
26072,Class B,1998-10-01,35.01305,-82.7962
25415,Class B,2008-06-22,44.38611,-103.6183
415,Class B,1981-10-15,35.5035,-89.91499
4381,Class B,1981-10-15,36.12292,-88.65445
7326,Class B,1989-10-14,35.0055,-89.3808
8022,Class B,1981-02-15,36.36264,-82.98764
10220,Class B,1989-11-15,35.1918,-86.9094
10740,Class B,2005-02-09,35.80762,-88.30945
11328,Class B,1974-04-15,36.0165,-88.76775
11682,Class B,1993-03-15,35.94778,-86.36485
12815,Class B,2005-04-13,36.19408,-83.73153
14383,Class B,2006-04-11,35.46865,-83.3626
15003,Class B,1985-04-15,35.226,-89.94
16013,Class B,2002-07-01,35.64151,-83.47566
16995,Class B,2006-07-22,35.40472,-84.05056
19100,Class B,2000-04-10,35.23036,-85.75014
20231,Class B,2004-03-01,35.5467,-85.02585
21240,Class B,2007-07-15,35.416,-89.7735
23916,Class B,2008-05-31,35.0228,-87.2352
24229,Class B,2006-10-07,36.38632,-83.21461
24547,Class B,1955-01-01,35.3218,-87.2932
24799,Class B,2008-10-27,35.9978,-86.2011
25035,Class B,2007-04-28,35.129,-84.8215
26307,Class B,2009-07-18,36.0925,-82.3045
26829,Class B,2006-06-06,36.39403,-84.85902
27242,Class B,2009-07-17,35.78439,-87.44963
27486,Class B,1994-04-22,35.8606,-89.0912
29244,Class B,1993-10-20,36.42846,-82.31094
29403,Class B,1988-10-08,36.0917,-86.9803
29704,Class B,1995-06-24,36.4583,-83.92841
29794,Class B,2008-11-29,36.1874,-87.0886
30748,Class B,2011-09-15,35.545,-87.8084
35114,Class B,1988-09-16,36.2635,-83.918
44665,Class B,2013-03-01,35.52335,-89.35205
56809,Class B,1970-12-19,35.545,-85.0667
638,Class B,2003-12-15,33.24722,-95.77
1123,Class B,2001-01-06,33.45278,-101.5361
1213,Class B,2004-02-03,31.56,-93.87194
1431,Class B,1993-07-01,29.57444,-98.03083
1631,Class B,1978-10-28,33.37917,-94.11611
1632,Class B,1972-07-15,30.33333,-96.55
1633,Class B,1997-07-15,33.18528,-94.25556
2157,Class B,1997-08-22,28.725,-97.06667
2395,Class B,1938-06-30,32.5175,-96.80417
2396,Class B,1964-06-30,32.26889,-96.69583
2397,Class B,1975-06-30,33.75556,-96.53
2398,Class B,1978-06-30,32.4125,-94.81806
2477,Class B,1930-09-30,31.40444,-95.70861
3390,Class B,2003-10-15,31.33333,-94.33334
3393,Class B,2003-10-17,31.78333,-95.68333
3587,Class B,2001-12-29,33.82722,-95.62861
4139,Class B,1992-11-25,32.1,-94.20695
6235,Class B,2004-05-24,33.81861,-96.96333
6583,Class B,2003-10-08,29.385,-97.81083
7303,Class B,2003-11-06,33.62167,-100.8361
7552,Class B,2003-12-12,32.53333,-98.05
7567,Class B,2003-12-15,33.59,-96.27306
7604,Class B,2004-01-09,30.95972,-95.58334
7652,Class B,2004-01-09,33.33,-95.54278
7669,Class B,2003-12-30,33.34139,-95.24917
7671,Class B,2003-12-30,32.28944,-94.86833
7802,Class B,2004-10-03,32.51556,-95.41817
7835,Class B,2004-01-22,31.84167,-100.5167
8116,Class B,2004-02-28,32.65,-94.37361
8289,Class B,2004-03-01,32.9,-94.6
8549,Class B,2004-04-28,31.87333,-96.2
8832,Class B,2004-06-30,28.8,-96.04472
8861,Class B,2004-10-31,32.83333,-98.38333
9274,Class B,2004-09-06,30.76667,-93.68333
9627,Class B,2004-10-29,30.52694,-95.71278
9869,Class B,2004-11-26,30.405,-95.36166
10239,Class B,1994-08-13,29.24665,-100.4104
10277,Class B,2005-01-17,30.525,-96.59167
10800,Class B,2004-11-24,30.55,-95.12305
11439,Class B,2005-04-25,30.43444,-93.89
11451,Class B,2005-04-26,30.71139,-94.58
11635,Class B,2005-05-08,30.66986,-94.66653
11927,Class B,2005-02-01,29,-95.5
11987,Class B,2005-06-27,30.46,-95.13
12314,Class B,2005-08-14,30.33778,-93.97194
12858,Class B,2005-10-18,30.14378,-95.47556
14795,Class B,2006-04-01,30.54366,-95.77908
15334,Class B,2006-07-19,30.566,-100.545
15627,Class B,2006-08-27,31.50773,-95.20691
15696,Class B,2004-12-01,31.37756,-97.59946
16499,Class B,2006-08-01,31.44815,-100.4219
19666,Class B,2008-01-10,32.817,-98.34489
23246,Class B,2007-11-17,31.4771,-98.53998
23531,Class B,1961-11-11,30.812,-95.75645
23578,Class B,2008-04-08,33.27303,-97.03784
26473,Class B,2009-08-22,33.79094,-95.92831
27307,Class B,2006-07-04,33.81435,-96.76199
28305,Class B,1990-09-14,33.33614,-97.02299
30570,Class B,1998-10-15,33.05685,-94.52925
30841,Class B,2011-10-19,32.475,-97.815
35721,Class B,1976-12-23,32.84,-97.445
39137,Class B,2010-10-15,32.755,-98
40420,Class B,2010-05-15,29.30877,-97.47971
43229,Class B,2012-09-15,29.79893,-98.15556
51180,Class B,1976-11-30,32.75,-97.75
55412,Class B,1986-11-01,32.15,-97.52499
56212,Class B,1977-09-30,32.375,-98.68
63193,Class B,1977-06-15,32.85,-98.375
63398,Class B,2009-06-11,30.3115,-95.3175
177,Class B,1988-10-19,39.64175,-111.2186
10024,Class B,1982-10-31,40.25622,-111.6068
11324,Class B,2004-07-05,40.42,-111.63
12289,Class B,2005-08-02,40.65,-110
12396,Class B,2004-08-10,40.9,-109.75
14732,Class B,2005-08-15,39.48,-111.23
16744,Class B,2006-10-15,40.9,-111.625
17195,Class B,1989-10-03,40.915,-109.725
17259,Class B,2007-07-09,40.75,-109.575
17265,Class B,2003-03-15,40.26705,-111.5986
18056,Class B,2001-06-13,40.825,-110.825
19983,Class B,1986-07-19,40.77988,-110.9325
20254,Class B,1978-10-07,41.6359,-111.6149
20430,Class B,1985-08-17,40.61087,-110.8139
21162,Class B,2007-08-22,40.61125,-110.3583
21613,Class B,2007-08-31,41.41125,-111.5833
23291,Class B,1998-01-31,40.34937,-111.6956
23908,Class B,2006-09-07,41.49955,-111.6348
24530,Class B,1988-09-04,38.8204,-111.6631
24602,Class B,1996-08-22,39.58375,-111.1339
25233,Class B,1977-08-22,40.9744,-111.8189
28095,Class B,1964-08-01,40.60779,-111.6508
29148,Class B,2009-07-11,40.60353,-110.8055
33098,Class B,1978-08-16,37.75705,-109.3125
38797,Class B,1970-07-17,40.4871,-112.1402
1768,Class B,1988-11-01,37.53434,-79.49707
2280,Class B,1995-08-15,38.80319,-77.34879
2286,Class B,1998-07-24,37.1694,-76.77447
4788,Class B,2000-07-21,36.5884,-76.28729
12727,Class B,2004-10-16,36.8778,-82.4179
13212,Class B,2003-11-13,36.94165,-80.04166
15107,Class B,2003-10-23,37.00085,-80.8797
16777,Class B,2008-01-21,37.9808,-78.9279
17326,Class B,1995-11-18,38.54602,-79.16096
19906,Class B,2003-04-19,36.589,-79.1345
20257,Class B,2007-06-21,37.92735,-75.6561
22910,Class B,2008-01-12,36.6765,-76.364
28449,Class B,2010-08-21,38.56546,-79.14478
31505,Class B,2007-07-28,37.01115,-79.908
31594,Class B,1980-08-30,37.303,-78.193
31631,Class B,2011-12-28,38.36885,-78.5367
31648,Class B,2012-01-16,37.047,-77.90815
31956,Class B,2012-01-07,38.44714,-79.65548
33256,Class B,2011-04-16,37.047,-77.90815
33887,Class B,1978-07-15,38.70819,-77.17868
34337,Class B,2008-11-15,38.0735,-77.2265
34583,Class B,2012-03-16,38.58125,-79.14795
35467,Class B,2012-05-19,36.7586,-76.0418
35981,Class B,2011-06-10,36.932,-80.89
36202,Class B,1980-12-20,36.91355,-77.95074
36591,Class B,2012-10-04,37.12815,-79.8871
36850,Class B,2012-10-17,38.9593,-78.02081
37817,Class B,2012-11-16,36.76377,-81.9107
38411,Class B,2000-07-15,38.3331,-79.35755
38619,Class B,2012-12-24,37.64224,-79.79759
40362,Class B,2012-08-15,37.15814,-80.36054
40534,Class B,2005-05-28,37.41095,-80.6275
42064,Class B,2013-08-31,38.57716,-79.11095
42643,Class B,2011-09-12,36.73225,-81.62195
13345,Class B,2005-08-25,43.1635,-73.0723
60,Class B,1994-05-13,48.64056,-121.8053
77,Class B,1983-09-01,46.98333,-121.0922
89,Class B,2000-07-24,46.33333,-117.6767
270,Class B,1985-07-01,46.04722,-122.1914
283,Class B,1992-08-29,47.5616,-123.1967
337,Class B,2000-08-16,47.0044,-122.5386
382,Class B,2000-07-21,46.8733,-121.3051
391,Class B,1999-05-12,47.79111,-122.1914
422,Class B,2000-10-06,48.59694,-120.5122
568,Class B,1990-09-22,46.71,-122.3442
741,Class B,2000-09-14,45.91694,-121.5825
925,Class B,1968-08-30,47.495,-120.835
927,Class B,1975-08-10,47.8498,-120.9591
928,Class B,1977-05-22,47.4644,-120.6705
929,Class B,1997-05-15,48.0281,-123.5864
937,Class B,1985-06-28,45.69,-122.3353
942,Class B,1996-04-14,47.7442,-122.8994
967,Class B,1974-07-06,48.02611,-121.6406
1043,Class B,1950-05-01,45.75056,-121.6508
1109,Class B,2000-07-15,47.29833,-120.3
1131,Class B,2000-12-01,47.0413,-124.053
1160,Class B,1997-01-01,47.14472,-120.7967
1227,Class B,1996-04-17,47.01139,-123.6619
1263,Class B,2001-01-16,46.03333,-117.9486
1384,Class B,1970-05-13,47.5225,-121.7569
1385,Class B,1984-08-15,47.425,-121.4317
1386,Class B,1998-05-18,47.3958,-121.5356
1389,Class B,1995-09-13,47.1998,-121.7565
1394,Class B,1997-07-05,47.25722,-120.8908
1438,Class B,2000-10-28,46.93333,-121.2692
1462,Class B,2000-06-13,46.87139,-121.2981
1478,Class B,1996-02-17,47.4317,-121.7731
1564,Class B,1967-08-18,46.49139,-122.9367
1565,Class B,1980-11-12,46.55139,-121.4625
1567,Class B,1996-04-14,47.3542,-123.2334
1569,Class B,1997-10-15,48.61972,-120.1075
1572,Class B,1996-08-24,48.66611,-117.4694
1584,Class B,2000-03-13,47.00444,-122.5386
1585,Class B,1985-07-26,46.9363,-122.7607
1586,Class B,1999-08-18,47.32944,-122.5789
